Gene,Virulence_factor,Species
feoB, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
frgA, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
phtA, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
lbtA, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
lbtB, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
ccmA, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
ccmB, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
ccmD, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
ccmE, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
ccmF, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
iraA, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
lbtU, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
lbtC, Nutritional/Metabolic factor ,VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
hpt, Nutritional/Metabolic factor ,VFC0272)] [Listeria monocytogenes EGD-e]
hbp2, Nutritional/Metabolic factor ,VFC0272)] [Listeria monocytogenes EGD-e]
lplA1, Nutritional/Metabolic factor ,VFC0272)] [Listeria monocytogenes EGD-e]
hbp1/svpA, Nutritional/Metabolic factor ,VFC0272)] [Listeria monocytogenes EGD-e]
narG, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
mbtM, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
mgtC, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
lipF, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
panD, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
panC, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
narH, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
narJ, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
narI, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
mbtH, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
mbtJ, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
mbtI, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
mbtN, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
mbtK, Nutritional/Metabolic factor ,VFC0272)] [Mycobacterium tuberculosis H37Rv]
tbpA, Nutritional/Metabolic factor ,VFC0272)] [Neisseria meningitidis MC58]
tbpB, Nutritional/Metabolic factor ,VFC0272)] [Neisseria meningitidis MC58]
lbpA, Nutritional/Metabolic factor ,VFC0272)] [Neisseria meningitidis MC58]
lbpB, Nutritional/Metabolic factor ,VFC0272)] [Neisseria meningitidis MC58]
hmbR, Nutritional/Metabolic factor ,VFC0272)] [Neisseria meningitidis MC58]
hpuA, Nutritional/Metabolic factor ,VFC0272)] [Neisseria meningitidis Z2491]
hpuB, Nutritional/Metabolic factor ,VFC0272)] [Neisseria meningitidis Z2491]
pvdA, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdE, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdD, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdS, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
fpvA, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchF, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchE, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchR, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchD, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchC, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchB, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchA, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzS, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchI, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchH, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pchG, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzA1, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzB1, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzC1, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzD1, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzE1, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzF1, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzG1, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzA2, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzB2, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzC2, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzG2, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
phzH, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdQ, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdP, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdM, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdN, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdO, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdF, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdJ, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdI, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdH, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdL, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdG, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvdY, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvcA, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvcB, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvcC, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
pvcD, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
ptxR, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
PA2383, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
PA2384, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
fpvI, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
fpvR, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
mbtH-like, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
PA4218, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
PA4219, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
PA4220, Nutritional/Metabolic factor ,VFC0272)] [Pseudomonas aeruginosa PAO1]
mgtB, Nutritional/Metabolic factor ,VFC0272)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
mgtC, Nutritional/Metabolic factor ,VFC0272)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
shuS, Nutritional/Metabolic factor ,VFC0272)] [Shigella dysenteriae Sd197]
shuA, Nutritional/Metabolic factor ,VFC0272)] [Shigella dysenteriae Sd197]
shuT, Nutritional/Metabolic factor ,VFC0272)] [Shigella dysenteriae Sd197]
shuX, Nutritional/Metabolic factor ,VFC0272)] [Shigella dysenteriae Sd197]
shuY, Nutritional/Metabolic factor ,VFC0272)] [Shigella dysenteriae Sd197]
shuU, Nutritional/Metabolic factor ,VFC0272)] [Shigella dysenteriae Sd197]
shuV, Nutritional/Metabolic factor ,VFC0272)] [Shigella dysenteriae Sd197]
iucA, Nutritional/Metabolic factor ,VFC0272)] [Shigella flexneri 2a str. 301]
iucB, Nutritional/Metabolic factor ,VFC0272)] [Shigella flexneri 2a str. 301]
iucC, Nutritional/Metabolic factor ,VFC0272)] [Shigella flexneri 2a str. 301]
iucD, Nutritional/Metabolic factor ,VFC0272)] [Shigella flexneri 2a str. 301]
iutA, Nutritional/Metabolic factor ,VFC0272)] [Shigella flexneri 2a str. 301]
isdB, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
isdA, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
isdC, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
isdE, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
isdG, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
isdD, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
isdF, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
srtB, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
isdI, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
harA, Nutritional/Metabolic factor ,VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
psaA, Nutritional/Metabolic factor ,VFC0272)] [Streptococcus pneumoniae TIGR4]
fyuA/psn, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtE, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtT, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtU, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
irp1, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
irp2, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtA, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtP, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtQ, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtX, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
ybtS, Nutritional/Metabolic factor ,VFC0272)] [Yersinia pestis CO92]
acpA, Stress survival ,VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4]
acpB, Stress survival ,VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4]
acpC, Stress survival ,VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4]
hapA, Stress survival ,VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4]
ureA, Stress survival ,VFC0282)] [Helicobacter pylori 26695]
ureB, Stress survival ,VFC0282)] [Helicobacter pylori 26695]
ureI, Stress survival ,VFC0282)] [Helicobacter pylori 26695]
katB, Stress survival ,VFC0282)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
sodB, Stress survival ,VFC0282)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS11000, Stress survival ,VFC0282)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
clpP, Stress survival ,VFC0282)] [Listeria monocytogenes EGD-e]
clpC, Stress survival ,VFC0282)] [Listeria monocytogenes EGD-e]
clpE, Stress survival ,VFC0282)] [Listeria monocytogenes EGD-e]
bsh, Stress survival ,VFC0282)] [Listeria monocytogenes EGD-e]
sodC, Stress survival ,VFC0282)] [Mycobacterium tuberculosis H37Rv]
katG, Stress survival ,VFC0282)] [Mycobacterium tuberculosis H37Rv]
ahpC, Stress survival ,VFC0282)] [Mycobacterium tuberculosis H37Rv]
sodA, Stress survival ,VFC0282)] [Mycobacterium tuberculosis H37Rv]
katA, Stress survival ,VFC0282)] [Neisseria meningitidis MC58]
mntA, Stress survival ,VFC0282)] [Neisseria meningitidis MC58]
mntB, Stress survival ,VFC0282)] [Neisseria meningitidis MC58]
mntC, Stress survival ,VFC0282)] [Neisseria meningitidis MC58]
recN, Stress survival ,VFC0282)] [Neisseria meningitidis MC58]
AAD32423, Regulation ,VFC0301)] [Bacillus anthracis str. Sterne]
bvgA, Regulation ,VFC0301)] [Bordetella pertussis Tohama I]
bvgS, Regulation ,VFC0301)] [Bordetella pertussis Tohama I]
bvrR, Regulation ,VFC0301)] [Brucella melitensis bv. 1 str. 16M]
bvrS, Regulation ,VFC0301)] [Brucella melitensis bv. 1 str. 16M]
cdpA, Regulation ,VFC0301)] [Burkholderia pseudomallei K96243]
bfpT, Regulation ,VFC0301)] [Escherichia coli B171]
bfpV, Regulation ,VFC0301)] [Escherichia coli B171]
bfpW, Regulation ,VFC0301)] [Escherichia coli B171]
AAC38364, Regulation ,VFC0301)] [Escherichia coli O127:H6 str. E2348/69]
ler, Regulation ,VFC0301)] [Escherichia coli O157:H7 str. EDL933]
rmpA2, Regulation ,VFC0301)] [Klebsiella pneumoniae CG43]
rmpA, Regulation ,VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
rmpA, Regulation ,VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
rcsA, Regulation ,VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
rcsB, Regulation ,VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
rpoS, Regulation ,VFC0301)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
relA, Regulation ,VFC0301)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
letS, Regulation ,VFC0301)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
letA, Regulation ,VFC0301)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
csrA, Regulation ,VFC0301)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
prfA, Regulation ,VFC0301)] [Listeria monocytogenes EGD-e]
hspR, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
phoP, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
mprA, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
sigE, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
sigA/rpoV, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
ideR, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
sigH, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
sigF, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
whiB3, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
devR/dosR, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
devS, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
phoR, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
mprB, Regulation ,VFC0301)] [Mycobacterium tuberculosis H37Rv]
phoQ, Regulation ,VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
phoP, Regulation ,VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
rpoS, Regulation ,VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
fur, Regulation ,VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
DIP_RS20575, Post,VFC0315)] [Corynebacterium diphtheriae NCTC 13129]
mip, Post,VFC0315)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
lspA, Post,VFC0315)] [Listeria monocytogenes EGD-e]
gtcA, Post,VFC0315)] [Listeria monocytogenes EGD-e]
prsA2, Post,VFC0315)] [Listeria monocytogenes EGD-e]
acrA, Antimicrobial activity/Competitive advantage ,VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
acrB, Antimicrobial activity/Competitive advantage ,VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
farA, Antimicrobial activity/Competitive advantage ,VFC0325)] [Neisseria meningitidis MC58]
farB, Antimicrobial activity/Competitive advantage ,VFC0325)] [Neisseria meningitidis MC58]
mtrC, Antimicrobial activity/Competitive advantage ,VFC0325)] [Neisseria meningitidis MC58]
mtrD, Antimicrobial activity/Competitive advantage ,VFC0325)] [Neisseria meningitidis MC58]
mtrE, Antimicrobial activity/Competitive advantage ,VFC0325)] [Neisseria meningitidis MC58]
mig-5, Antimicrobial activity/Competitive advantage ,VFC0325)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
mig-14, Antimicrobial activity/Competitive advantage ,VFC0325)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
aap, Others ,VFC0346)] [Escherichia coli O44:H18 042]
aatP, Others ,VFC0346)] [Escherichia coli O44:H18 042]
aatA, Others ,VFC0346)] [Escherichia coli O44:H18 042]
aatB, Others ,VFC0346)] [Escherichia coli O44:H18 042]
aatC, Others ,VFC0346)] [Escherichia coli O44:H18 042]
aatD, Others ,VFC0346)] [Escherichia coli O44:H18 042]
ompA, Others ,VFC0346)] [Francisella tularensis subsp. tularensis SCHU S4]
dipA, Others ,VFC0346)] [Francisella tularensis subsp. tularensis SCHU S4]
ripA, Others ,VFC0346)] [Francisella tularensis subsp. tularensis SCHU S4]
enhC, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
enhB, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
enhA, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS06695, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS06945, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS04520, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS03490, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS06795, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS06765, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS05280, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS08655, Others ,VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
pcaA, Others ,VFC0346)] [Mycobacterium tuberculosis H37Rv]
mmaA4, Others ,VFC0346)] [Mycobacterium tuberculosis H37Rv]
erp, Others ,VFC0346)] [Mycobacterium tuberculosis H37Rv]
sca4, Others ,VFC0346)] [Rickettsia typhi str. Wilmington]
acfA, Others ,VFC0346)] [Vibrio cholerae O1 biovar El Tor str. N16961]
acfB, Others ,VFC0346)] [Vibrio cholerae O1 biovar El Tor str. N16961]
acfC, Others ,VFC0346)] [Vibrio cholerae O1 biovar El Tor str. N16961]
acfD, Others ,VFC0346)] [Vibrio cholerae O1 biovar El Tor str. N16961]
csuA, Biofilm ,VFC0271)] [Acinetobacter baumannii ACICU]
pgaA, Biofilm ,VFC0271)] [Acinetobacter baumannii ACICU]
ACICU_RS00455*, Immune modulation ,VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00470*, Immune modulation ,VFC0258)] [Acinetobacter baumannii ACICU]
APH_RS03710*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS03715*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS06535*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04035*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS06745*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04280*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04295*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04300*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04440*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04450*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS06605*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04475*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04665*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04760*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS06100*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04825*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS06105*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS04965*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS05070*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS05095*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS05150*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS06665*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS05325*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS05330*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS06140*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS05400*, Immune modulation ,VFC0258)] [Anaplasma phagocytophilum HZ]
